Symbol	Description	Score	Functions	Links
GALK1		0.05062557736621176		http://www.ncbi.nlm.nih.gov/sites/entrez?db=gene&cmd=search&term=2584
RPL7L1		0.043027804335135755		http://www.ncbi.nlm.nih.gov/sites/entrez?db=gene&cmd=search&term=285855
AKAP4		0.040500664345431425	cilium movement	http://www.ncbi.nlm.nih.gov/sites/entrez?db=gene&cmd=search&term=8852
LZTFL1		0.03678358959069916	protein localization to cell periphery	http://www.ncbi.nlm.nih.gov/sites/entrez?db=gene&cmd=search&term=54585
DUX4		0.036585429253362334		http://www.ncbi.nlm.nih.gov/sites/entrez?db=gene&cmd=search&term=100288687
RRP1B		0.03515126845352684		http://www.ncbi.nlm.nih.gov/sites/entrez?db=gene&cmd=search&term=23076
VPS52		0.0343209149113734		http://www.ncbi.nlm.nih.gov/sites/entrez?db=gene&cmd=search&term=6293
TTC8		0.0325656404604488	cilium assembly, repressing transcription factor binding, RNA polymerase II-specific DNA-binding transcription factor binding	http://www.ncbi.nlm.nih.gov/sites/entrez?db=gene&cmd=search&term=123016
TRAPPC2L		0.03203720833363766		http://www.ncbi.nlm.nih.gov/sites/entrez?db=gene&cmd=search&term=51693
KLRK1		0.030640954828478006		http://www.ncbi.nlm.nih.gov/sites/entrez?db=gene&cmd=search&term=100528032
BBS5		0.030213714083020704	cellular pigmentation, cilium assembly, determination of bilateral symmetry, determination of heart left/right asymmetry, determination of left/right symmetry, embryonic heart tube development, embryonic heart tube morphogenesis, embryonic organ morphogenesis, establishment of melanosome localization, establishment of pigment granule localization, heart development, heart morphogenesis, melanosome localization, pigment granule localization, pigment granule transport, repressing transcription factor binding, RNA polymerase II-specific DNA-binding transcription factor binding, specification of symmetry	http://www.ncbi.nlm.nih.gov/sites/entrez?db=gene&cmd=search&term=129880
EMP1		0.028742375053409208		http://www.ncbi.nlm.nih.gov/sites/entrez?db=gene&cmd=search&term=2012
ADIPOQ		0.028091990449227777	negative regulation of cell adhesion, protein localization to cell periphery	http://www.ncbi.nlm.nih.gov/sites/entrez?db=gene&cmd=search&term=9370
ANO6		0.024404783824584997	calcium ion transport, regulation of metal ion transport	http://www.ncbi.nlm.nih.gov/sites/entrez?db=gene&cmd=search&term=196527
KLRC4		0.022610342878547185		http://www.ncbi.nlm.nih.gov/sites/entrez?db=gene&cmd=search&term=8302
KLRC4-KLRK1		0.021529746132084415		http://www.ensembl.org/Homo_sapiens/geneview?gene=ENSG00000255819
PRKAG3		0.020411533716232888		http://www.ncbi.nlm.nih.gov/sites/entrez?db=gene&cmd=search&term=53632
TUBB3		0.02021564265994996	cell leading edge	http://www.ncbi.nlm.nih.gov/sites/entrez?db=gene&cmd=search&term=10381
TIAM1		0.018538541473799963	cell-cell junction, cell-substrate adhesion, positive regulation of cell projection organization, Rac GTPase binding, Rho guanyl-nucleotide exchange factor activity	http://www.ncbi.nlm.nih.gov/sites/entrez?db=gene&cmd=search&term=7074
FAM171B		0.01844940301831327		http://www.ncbi.nlm.nih.gov/sites/entrez?db=gene&cmd=search&term=165215
HK1		0.018014905900895384	maintenance of location, maintenance of location in cell	http://www.ncbi.nlm.nih.gov/sites/entrez?db=gene&cmd=search&term=3098
RPL21		0.01679349747519643		http://www.ncbi.nlm.nih.gov/sites/entrez?db=gene&cmd=search&term=6144
BBS7		0.01642166605188794	cellular pigmentation, determination of bilateral symmetry, determination of heart left/right asymmetry, determination of left/right symmetry, embryonic heart tube development, embryonic heart tube morphogenesis, embryonic organ morphogenesis, establishment of melanosome localization, establishment of pigment granule localization, heart development, heart morphogenesis, melanosome localization, pigment granule localization, pigment granule transport, repressing transcription factor binding, RNA polymerase II-specific DNA-binding transcription factor binding, specification of symmetry	http://www.ncbi.nlm.nih.gov/sites/entrez?db=gene&cmd=search&term=55212
CDADC1		0.016410661183060227		http://www.ncbi.nlm.nih.gov/sites/entrez?db=gene&cmd=search&term=81602
AMOTL1		0.016273879509874578	cell-cell junction	http://www.ncbi.nlm.nih.gov/sites/entrez?db=gene&cmd=search&term=154810
IL4R		0.016212112287932734	centrosome	http://www.ncbi.nlm.nih.gov/sites/entrez?db=gene&cmd=search&term=3566
NDUFA7		0.01614980008280148		http://www.ncbi.nlm.nih.gov/sites/entrez?db=gene&cmd=search&term=4701
BBS2		0.01586975745864727	cellular pigmentation, cilium assembly, cilium movement, establishment of melanosome localization, establishment of pigment granule localization, melanosome localization, pigment granule localization, pigment granule transport, protein localization to cell periphery, regulation of microtubule-based process, repressing transcription factor binding, retina homeostasis, RNA polymerase II-specific DNA-binding transcription factor binding, tissue homeostasis	http://www.ncbi.nlm.nih.gov/sites/entrez?db=gene&cmd=search&term=583
PKP3		0.01577864191443329	cell-cell junction, protein localization to cell periphery	http://www.ncbi.nlm.nih.gov/sites/entrez?db=gene&cmd=search&term=11187
CASK		0.015753563749639765	cell projection membrane, cell-matrix adhesion, cell-substrate adhesion, negative regulation of cell adhesion, negative regulation of cell-substrate adhesion, regulation of cell-matrix adhesion, regulation of cell-substrate adhesion	http://www.ncbi.nlm.nih.gov/sites/entrez?db=gene&cmd=search&term=8573
NUDCD3		0.015681390269820517	protein localization to cytoskeleton, protein localization to microtubule cytoskeleton, protein localization to microtubule organizing center	http://www.ncbi.nlm.nih.gov/sites/entrez?db=gene&cmd=search&term=23386
ATP2B2		0.015258533315810396	calcium ion transmembrane transporter activity, cardiac conduction, divalent inorganic cation transmembrane transporter activity, heart contraction, heart process, multicellular organismal signaling, regulation of blood circulation, regulation of heart contraction	http://www.ncbi.nlm.nih.gov/sites/entrez?db=gene&cmd=search&term=491
CORO1C		0.015152580325640375	cell leading edge, cell-matrix adhesion, cell-substrate adhesion, focal adhesion assembly, negative regulation of cell adhesion, negative regulation of cell-substrate adhesion, positive regulation of cell projection organization, regulation of cell-matrix adhesion, regulation of cell-substrate adhesion, regulation of cell-substrate junction assembly	http://www.ncbi.nlm.nih.gov/sites/entrez?db=gene&cmd=search&term=23603
PANX1		0.014455033514909288	calcium ion transmembrane transporter activity, divalent inorganic cation transmembrane transporter activity	http://www.ncbi.nlm.nih.gov/sites/entrez?db=gene&cmd=search&term=24145
BBS12		0.014358464762284362	retina homeostasis, tissue homeostasis	http://www.ncbi.nlm.nih.gov/sites/entrez?db=gene&cmd=search&term=166379
SPANXN2		0.014226779426748881		http://www.ncbi.nlm.nih.gov/sites/entrez?db=gene&cmd=search&term=494119
CEP63		0.014079515444262614	centriole assembly, centrosome cycle, centrosome duplication, cilium assembly, G2/M transition of mitotic cell cycle, membrane docking, microtubule organizing center organization, organelle localization by membrane tethering, regulation of cell cycle G2/M phase transition	http://www.ncbi.nlm.nih.gov/sites/entrez?db=gene&cmd=search&term=80254
TM9SF1		0.01387742910872275		http://www.ncbi.nlm.nih.gov/sites/entrez?db=gene&cmd=search&term=10548
FAM107A		0.013809732144790754	cell leading edge, cell projection membrane, cell-matrix adhesion, cell-substrate adhesion, focal adhesion assembly, leading edge membrane, negative regulation of cell adhesion, negative regulation of cell-substrate adhesion, regulation of cell-matrix adhesion, regulation of cell-substrate adhesion, regulation of cell-substrate junction assembly, regulation of microtubule-based process, ruffle	http://www.ncbi.nlm.nih.gov/sites/entrez?db=gene&cmd=search&term=11170
EFNB3		0.013630133220154717		http://www.ncbi.nlm.nih.gov/sites/entrez?db=gene&cmd=search&term=1949
TSGA10		0.013625885202330268		http://www.ncbi.nlm.nih.gov/sites/entrez?db=gene&cmd=search&term=80705
THYN1		0.013566652222311848		http://www.ncbi.nlm.nih.gov/sites/entrez?db=gene&cmd=search&term=29087
HNMT		0.013416206626464311		http://www.ncbi.nlm.nih.gov/sites/entrez?db=gene&cmd=search&term=3176
BBS10		0.013140498613001261	cilium assembly, repressing transcription factor binding, retina homeostasis, RNA polymerase II-specific DNA-binding transcription factor binding, tissue homeostasis	http://www.ncbi.nlm.nih.gov/sites/entrez?db=gene&cmd=search&term=79738
RYR2		0.013092568489031842	actin filament-based movement, action potential, calcium ion transmembrane transporter activity, calcium ion transport, calcium ion transport into cytosol, calcium-mediated signaling, calcium-release channel activity, cardiac conduction, cardiac muscle cell action potential, cardiac muscle cell action potential involved in contraction, cardiac muscle cell contraction, cardiac muscle contraction, cell communication involved in cardiac conduction, cellular response to alkaloid, cytosolic calcium ion transport, divalent inorganic cation transmembrane transporter activity, embryonic heart tube development, embryonic organ morphogenesis, heart contraction, heart development, heart morphogenesis, heart process, intracellular ligand-gated ion channel activity, ligand-gated calcium channel activity, maintenance of location, maintenance of location in cell, multicellular organismal signaling, negative regulation of sequestering of calcium ion, positive regulation of cytosolic calcium ion concentration, regulation of actin filament-based movement, regulation of action potential, regulation of blood circulation, regulation of cardiac muscle cell action potential, regulation of cardiac muscle cell contraction, regulation of cardiac muscle contraction, regulation of heart contraction, regulation of heart rate, regulation of metal ion transport, regulation of muscle system process, regulation of sequestering of calcium ion, regulation of striated muscle contraction, response to alkaloid, response to calcium ion, sarcoplasm, sequestering of calcium ion, ventricular cardiac muscle cell action potential	http://www.ncbi.nlm.nih.gov/sites/entrez?db=gene&cmd=search&term=6262
DCTN6		0.013068662182657398		http://www.ncbi.nlm.nih.gov/sites/entrez?db=gene&cmd=search&term=10671
CEP131		0.013041361030486254	centrosome, centrosome cycle, centrosome duplication, cilium assembly, G2/M transition of mitotic cell cycle, membrane docking, microtubule organizing center organization, organelle localization by membrane tethering, protein localization to cytoskeleton, protein localization to microtubule cytoskeleton, protein localization to microtubule organizing center, regulation of cell cycle G2/M phase transition, regulation of microtubule-based process	http://www.ncbi.nlm.nih.gov/sites/entrez?db=gene&cmd=search&term=22994
EPHA10		0.01293608612843028		http://www.ncbi.nlm.nih.gov/sites/entrez?db=gene&cmd=search&term=284656
COBLL1		0.01291020587612779		http://www.ncbi.nlm.nih.gov/sites/entrez?db=gene&cmd=search&term=22837
OFD1		0.012631056777261562	centriole assembly, centrosome, centrosome cycle, centrosome duplication, cilium assembly, cilium movement, determination of bilateral symmetry, determination of left/right symmetry, G2/M transition of mitotic cell cycle, membrane docking, microtubule organizing center organization, organelle localization by membrane tethering, regulation of cell cycle G2/M phase transition, specification of symmetry, tubulin binding	http://www.ncbi.nlm.nih.gov/sites/entrez?db=gene&cmd=search&term=8481
PRKG1		0.011856055185480718	negative regulation of cell adhesion	http://www.ncbi.nlm.nih.gov/sites/entrez?db=gene&cmd=search&term=5592
BBS1		0.011842367012024346	cilium assembly, protein localization to cell periphery, repressing transcription factor binding, retina homeostasis, RNA polymerase II-specific DNA-binding transcription factor binding, tissue homeostasis	http://www.ncbi.nlm.nih.gov/sites/entrez?db=gene&cmd=search&term=582
DBNL		0.011836737028670663	cell leading edge, positive regulation of cell projection organization	http://www.ncbi.nlm.nih.gov/sites/entrez?db=gene&cmd=search&term=28988
LGALS3		0.011642266254974387	calcium ion transport, negative regulation of cell adhesion, protein localization to cell periphery, regulation of metal ion transport	http://www.ncbi.nlm.nih.gov/sites/entrez?db=gene&cmd=search&term=3958
CLIP1		0.01162163739236105	microtubule binding, regulation of microtubule-based process, tubulin binding	http://www.ncbi.nlm.nih.gov/sites/entrez?db=gene&cmd=search&term=6249
BBS4		0.011547538462296059	cell projection membrane, cellular pigmentation, centrosome, cilium assembly, cilium movement, determination of bilateral symmetry, determination of heart left/right asymmetry, determination of left/right symmetry, embryonic heart tube development, embryonic heart tube morphogenesis, embryonic organ morphogenesis, establishment of melanosome localization, establishment of pigment granule localization, heart development, heart morphogenesis, maintenance of location, maintenance of location in cell, melanosome localization, microtubule organizing center organization, photoreceptor cell development, pigment granule localization, pigment granule transport, positive regulation of cell projection organization, protein localization to cytoskeleton, protein localization to microtubule cytoskeleton, protein localization to microtubule organizing center, regulation of microtubule-based process, repressing transcription factor binding, retina homeostasis, RNA polymerase II-specific DNA-binding transcription factor binding, specification of symmetry, tissue homeostasis, tubulin binding	http://www.ncbi.nlm.nih.gov/sites/entrez?db=gene&cmd=search&term=585
PPP1R9B		0.011503889035356762	cell leading edge, cell projection membrane, cellular response to alkaloid, leading edge membrane, response to alkaloid, ruffle	http://www.ncbi.nlm.nih.gov/sites/entrez?db=gene&cmd=search&term=84687
SEM1		0.01135733513468462		http://www.ncbi.nlm.nih.gov/sites/entrez?db=gene&cmd=search&term=7979
SCML1		0.010891787407824316		http://www.ncbi.nlm.nih.gov/sites/entrez?db=gene&cmd=search&term=6322
IFFO1		0.010727765239013864		http://www.ncbi.nlm.nih.gov/sites/entrez?db=gene&cmd=search&term=25900
EMP2		0.01071417488727111	actin filament-based movement, cell-matrix adhesion, cell-substrate adhesion, protein localization to cell periphery, regulation of cell-matrix adhesion, regulation of cell-substrate adhesion	http://www.ncbi.nlm.nih.gov/sites/entrez?db=gene&cmd=search&term=2013
CAMK2G		0.010637960944100966	calcium ion transport, muscle adaptation, regulation of metal ion transport, regulation of muscle adaptation, regulation of muscle system process	http://www.ncbi.nlm.nih.gov/sites/entrez?db=gene&cmd=search&term=818
ITPR1		0.010436445976605035	calcium ion transmembrane transporter activity, calcium ion transport, calcium ion transport into cytosol, calcium-mediated signaling, calcium-release channel activity, cardiac conduction, cytosolic calcium ion transport, divalent inorganic cation transmembrane transporter activity, heart contraction, heart process, intracellular ligand-gated ion channel activity, ligand-gated calcium channel activity, maintenance of location, maintenance of location in cell, multicellular organismal signaling, negative regulation of sequestering of calcium ion, positive regulation of cytosolic calcium ion concentration, regulation of blood circulation, regulation of heart contraction, regulation of sequestering of calcium ion, sarcoplasm, sequestering of calcium ion	http://www.ncbi.nlm.nih.gov/sites/entrez?db=gene&cmd=search&term=3708
PKP2		0.010408015888343947	actin filament-based movement, action potential, bundle of His cell to Purkinje myocyte communication, cardiac conduction, cardiac muscle cell action potential, cardiac muscle cell action potential involved in contraction, cardiac muscle cell contraction, cardiac muscle contraction, cell communication involved in cardiac conduction, cell-cell junction, heart contraction, heart development, heart morphogenesis, heart process, multicellular organismal signaling, protein localization to cell periphery, regulation of actin filament-based movement, regulation of action potential, regulation of blood circulation, regulation of cardiac muscle cell action potential, regulation of cardiac muscle cell contraction, regulation of cardiac muscle contraction, regulation of heart contraction, regulation of heart rate, regulation of metal ion transport, regulation of muscle system process, regulation of striated muscle contraction, ventricular cardiac muscle cell action potential	http://www.ncbi.nlm.nih.gov/sites/entrez?db=gene&cmd=search&term=5318
HNRNPA3		0.010406618259427458		http://www.ncbi.nlm.nih.gov/sites/entrez?db=gene&cmd=search&term=220988
SNX27		0.010345579111675773		http://www.ncbi.nlm.nih.gov/sites/entrez?db=gene&cmd=search&term=81609
HERPUD1		0.010288830757750278		http://www.ncbi.nlm.nih.gov/sites/entrez?db=gene&cmd=search&term=9709
GRM7		0.010097031659139277		http://www.ncbi.nlm.nih.gov/sites/entrez?db=gene&cmd=search&term=2917
PPP1CC		0.010060200128930885		http://www.ncbi.nlm.nih.gov/sites/entrez?db=gene&cmd=search&term=5501
IQCB1		0.009221017859528502	cilium assembly, membrane docking, organelle localization by membrane tethering, retina homeostasis, tissue homeostasis	http://www.ncbi.nlm.nih.gov/sites/entrez?db=gene&cmd=search&term=9657
CMC2		0.008893228393181352		http://www.ncbi.nlm.nih.gov/sites/entrez?db=gene&cmd=search&term=56942
KIAA0753		0.008402917512901176	centrosome, protein localization to cytoskeleton, protein localization to microtubule cytoskeleton, protein localization to microtubule organizing center	http://www.ncbi.nlm.nih.gov/sites/entrez?db=gene&cmd=search&term=9851
PCM1		0.008298751895919054	centrosome, cilium assembly, G2/M transition of mitotic cell cycle, membrane docking, microtubule organizing center organization, organelle localization by membrane tethering, protein localization to cytoskeleton, protein localization to microtubule cytoskeleton, protein localization to microtubule organizing center, regulation of cell cycle G2/M phase transition	http://www.ncbi.nlm.nih.gov/sites/entrez?db=gene&cmd=search&term=5108
EIF4B		0.008152497578441553		http://www.ncbi.nlm.nih.gov/sites/entrez?db=gene&cmd=search&term=1975
HNRNPA1L2		0.008107713569829034		http://www.ncbi.nlm.nih.gov/sites/entrez?db=gene&cmd=search&term=144983
CEP290		0.00794536687404973	centrosome, cilium assembly, embryonic organ morphogenesis, G2/M transition of mitotic cell cycle, membrane docking, microtubule binding, organelle localization by membrane tethering, photoreceptor cell development, regulation of cell cycle G2/M phase transition, tubulin binding	http://www.ncbi.nlm.nih.gov/sites/entrez?db=gene&cmd=search&term=80184
SOCS1		0.007769945062511607	negative regulation of cell adhesion	http://www.ncbi.nlm.nih.gov/sites/entrez?db=gene&cmd=search&term=8651
AHI1		0.007715840708291899	cell-cell junction, cilium assembly, determination of bilateral symmetry, determination of heart left/right asymmetry, determination of left/right symmetry, embryonic heart tube development, embryonic heart tube morphogenesis, embryonic organ morphogenesis, heart development, heart morphogenesis, membrane docking, organelle localization by membrane tethering, photoreceptor cell development, specification of symmetry	http://www.ncbi.nlm.nih.gov/sites/entrez?db=gene&cmd=search&term=54806
CAMK2B		0.007582849386808643	calcium ion transport, muscle adaptation, positive regulation of cell projection organization, regulation of metal ion transport, regulation of muscle adaptation, regulation of muscle system process	http://www.ncbi.nlm.nih.gov/sites/entrez?db=gene&cmd=search&term=816
TCERG1		0.007540481538341637	repressing transcription factor binding, RNA polymerase II-specific DNA-binding transcription factor binding	http://www.ncbi.nlm.nih.gov/sites/entrez?db=gene&cmd=search&term=10915
RYR3		0.007536394738173746	calcium ion transmembrane transporter activity, calcium ion transport, calcium ion transport into cytosol, calcium-release channel activity, cardiac conduction, cellular response to alkaloid, cytosolic calcium ion transport, divalent inorganic cation transmembrane transporter activity, heart contraction, heart process, intracellular ligand-gated ion channel activity, ligand-gated calcium channel activity, maintenance of location, maintenance of location in cell, multicellular organismal signaling, negative regulation of sequestering of calcium ion, positive regulation of cytosolic calcium ion concentration, regulation of blood circulation, regulation of heart contraction, regulation of sequestering of calcium ion, response to alkaloid, response to calcium ion, sarcoplasm, sequestering of calcium ion	http://www.ncbi.nlm.nih.gov/sites/entrez?db=gene&cmd=search&term=6263
CDK5RAP2		0.007161702091323996	centriole assembly, centrosome, centrosome cycle, centrosome duplication, cilium assembly, G2/M transition of mitotic cell cycle, membrane docking, microtubule organizing center organization, organelle localization by membrane tethering, regulation of cell cycle G2/M phase transition, regulation of microtubule-based process, tubulin binding	http://www.ncbi.nlm.nih.gov/sites/entrez?db=gene&cmd=search&term=55755
PMP22		0.007098508571314943		http://www.ncbi.nlm.nih.gov/sites/entrez?db=gene&cmd=search&term=5376
RYR1		0.007082050524657935	calcium ion transmembrane transporter activity, calcium ion transport, calcium ion transport into cytosol, calcium-release channel activity, cardiac conduction, cellular response to alkaloid, cytosolic calcium ion transport, divalent inorganic cation transmembrane transporter activity, heart contraction, heart development, heart morphogenesis, heart process, intracellular ligand-gated ion channel activity, ligand-gated calcium channel activity, maintenance of location, maintenance of location in cell, multicellular organismal signaling, negative regulation of sequestering of calcium ion, positive regulation of cytosolic calcium ion concentration, regulation of blood circulation, regulation of heart contraction, regulation of sequestering of calcium ion, response to alkaloid, response to calcium ion, sarcoplasm, sequestering of calcium ion	http://www.ncbi.nlm.nih.gov/sites/entrez?db=gene&cmd=search&term=6261
SFXN3		0.006964281955713636		http://www.ncbi.nlm.nih.gov/sites/entrez?db=gene&cmd=search&term=81855
HMMR		0.006946272396492037	G2/M transition of mitotic cell cycle, regulation of cell cycle G2/M phase transition	http://www.ncbi.nlm.nih.gov/sites/entrez?db=gene&cmd=search&term=3161
RANBP10		0.006538663874934569		http://www.ncbi.nlm.nih.gov/sites/entrez?db=gene&cmd=search&term=57610
MACF1		0.006506316672099111	cell leading edge, cell projection membrane, cell-matrix adhesion, cell-substrate adhesion, focal adhesion assembly, leading edge membrane, microtubule binding, positive regulation of cell projection organization, protein localization to cell periphery, regulation of cell-matrix adhesion, regulation of cell-substrate adhesion, regulation of cell-substrate junction assembly, ruffle, tubulin binding	http://www.ncbi.nlm.nih.gov/sites/entrez?db=gene&cmd=search&term=23499
APC		0.006483964027516831	cell leading edge, cell projection membrane, cell-cell junction, leading edge membrane, microtubule binding, positive regulation of cell projection organization, protein localization to cytoskeleton, protein localization to microtubule cytoskeleton, protein localization to microtubule organizing center, regulation of microtubule-based process, ruffle, tubulin binding	http://www.ncbi.nlm.nih.gov/sites/entrez?db=gene&cmd=search&term=324
EFNA5		0.006436423576272998	cell-matrix adhesion, cell-substrate adhesion, focal adhesion assembly, negative regulation of cell adhesion, negative regulation of cell-substrate adhesion, regulation of cell-matrix adhesion, regulation of cell-substrate adhesion, regulation of cell-substrate junction assembly, regulation of microtubule-based process	http://www.ncbi.nlm.nih.gov/sites/entrez?db=gene&cmd=search&term=1946
NEK4		0.006283444056626009		http://www.ncbi.nlm.nih.gov/sites/entrez?db=gene&cmd=search&term=6787
CREM		0.006065975737006124		http://www.ncbi.nlm.nih.gov/sites/entrez?db=gene&cmd=search&term=1390
RABIF		0.00604124296862496		http://www.ncbi.nlm.nih.gov/sites/entrez?db=gene&cmd=search&term=5877
FAT1		0.006030094775804018		http://www.ncbi.nlm.nih.gov/sites/entrez?db=gene&cmd=search&term=2195
DDX56		0.005860758948074141		http://www.ncbi.nlm.nih.gov/sites/entrez?db=gene&cmd=search&term=54606
CANX		0.005847807704210395		http://www.ncbi.nlm.nih.gov/sites/entrez?db=gene&cmd=search&term=821
SCN5A		0.005756065155633205	actin filament-based movement, action potential, bundle of His cell to Purkinje myocyte communication, cardiac conduction, cardiac muscle cell action potential, cardiac muscle cell action potential involved in contraction, cardiac muscle cell contraction, cardiac muscle contraction, cell communication involved in cardiac conduction, cell-cell junction, heart contraction, heart development, heart process, multicellular organismal signaling, muscle adaptation, regulation of actin filament-based movement, regulation of action potential, regulation of blood circulation, regulation of cardiac muscle contraction, regulation of heart contraction, regulation of heart rate, regulation of metal ion transport, regulation of muscle adaptation, regulation of muscle system process, regulation of striated muscle contraction, response to calcium ion	http://www.ncbi.nlm.nih.gov/sites/entrez?db=gene&cmd=search&term=6331
ARL2BP		0.005673772765716456	maintenance of location, maintenance of location in cell	http://www.ncbi.nlm.nih.gov/sites/entrez?db=gene&cmd=search&term=23568
