Symbol	Description	Score	Functions	Links
SCN5A		0.0019679483176024415	muscle adaptation, regulation of muscle adaptation, regulation of muscle system process	http://www.ncbi.nlm.nih.gov/sites/entrez?db=gene&cmd=search&term=6331
STIP1		0.001896620514041658		http://www.ncbi.nlm.nih.gov/sites/entrez?db=gene&cmd=search&term=10963
HSPH1		0.0018761460726256507		http://www.ncbi.nlm.nih.gov/sites/entrez?db=gene&cmd=search&term=10808
PRKAR1A		0.0018574078641186431		http://www.ncbi.nlm.nih.gov/sites/entrez?db=gene&cmd=search&term=5573
NDUFA7		0.0018027206195212475		http://www.ncbi.nlm.nih.gov/sites/entrez?db=gene&cmd=search&term=4701
VPS52		0.0018013170175968374		http://www.ncbi.nlm.nih.gov/sites/entrez?db=gene&cmd=search&term=6293
EMP1		0.0017777763279727132		http://www.ncbi.nlm.nih.gov/sites/entrez?db=gene&cmd=search&term=2012
ERCC8		0.0017268976359575694		http://www.ncbi.nlm.nih.gov/sites/entrez?db=gene&cmd=search&term=1161
PRKAG3		0.0017142552431453906		http://www.ncbi.nlm.nih.gov/sites/entrez?db=gene&cmd=search&term=53632
TTC5		0.0016893310599811473		http://www.ncbi.nlm.nih.gov/sites/entrez?db=gene&cmd=search&term=91875
CFAP77		0.0016527641503256696		http://www.ncbi.nlm.nih.gov/sites/entrez?db=gene&cmd=search&term=389799
TM9SF1		0.0016351543969467253		http://www.ncbi.nlm.nih.gov/sites/entrez?db=gene&cmd=search&term=10548
EIF4B		0.0015897854746010354		http://www.ncbi.nlm.nih.gov/sites/entrez?db=gene&cmd=search&term=1975
OFD1		0.001573102679974514	cell cycle G2/M phase transition, centrosome, cilium assembly, membrane docking, organelle localization by membrane tethering	http://www.ncbi.nlm.nih.gov/sites/entrez?db=gene&cmd=search&term=8481
TUBB3		0.0015234170167824357		http://www.ncbi.nlm.nih.gov/sites/entrez?db=gene&cmd=search&term=10381
PKP3		0.0014821366286897342		http://www.ncbi.nlm.nih.gov/sites/entrez?db=gene&cmd=search&term=11187
CTNNA1		0.0014644865922762706		http://www.ncbi.nlm.nih.gov/sites/entrez?db=gene&cmd=search&term=1495
EPHA10		0.001463525814597022		http://www.ncbi.nlm.nih.gov/sites/entrez?db=gene&cmd=search&term=284656
TIAM1		0.0014538417163886264		http://www.ncbi.nlm.nih.gov/sites/entrez?db=gene&cmd=search&term=7074
BBS5		0.001445510389019411	cilium assembly	http://www.ncbi.nlm.nih.gov/sites/entrez?db=gene&cmd=search&term=129880
RPS18		0.0014444481243873764		http://www.ncbi.nlm.nih.gov/sites/entrez?db=gene&cmd=search&term=6222
DYNLT1		0.0014368279877822188		http://www.ncbi.nlm.nih.gov/sites/entrez?db=gene&cmd=search&term=6993
LHFPL5		0.001426405847072043		http://www.ncbi.nlm.nih.gov/sites/entrez?db=gene&cmd=search&term=222662
CEP63		0.0014241730444428113	cell cycle G2/M phase transition, cilium assembly, membrane docking, organelle localization by membrane tethering	http://www.ncbi.nlm.nih.gov/sites/entrez?db=gene&cmd=search&term=80254
